"Id_Utilisateur","Type","Date","Mise_à_Jour","Domaine_D'activité","Branche","Niveau_D'étude","Titre_Étude","Location","Mobilité","Tarif_Journalier_Minimum","Tarif_Journalier_Maximum","Tarif_Heure_Minimum","Tarif_Heure_Maximum","Expériences","Visibilité","Pourcentage_Profil_Complété","Import_LinkedIn","Années_D'expériences","Done","Géographie"
"64f09c9d88afda3cddd6f74b","expert","31/08/2023","2023-11-15T09:15:33.9550000","Informatique / Télécoms","Finance et Comptabilité","Bac5","VAE ingénieur CNAM","Paris et périphérie","Locale","600","600","80","80","[{""date"":1669849200000,""dateEnd"":"""",""company"":""Banque de France"",""job"":""Technical Lead"",""descriptionExp"":""Compétences : Software craftsmanship · Python · Transact-SQL (T-SQL) · C# · Microsoft SQL Server · .NET framework""},{""date"":1646089200000,""dateEnd"":1672441200000,""company"":""Banque de France"",""job"":""Software Developer"",""descriptionExp"":""- Evolution of existing Python code (analysis and improvment).\r\n- Conception and development of SQL code regarding NEU CP, NEU MTN.""},{""date"":1506808800000,""dateEnd"":1646262000000,""company"":""BDF Gestion"",""job"":""IT Deputy Manager in charge of developments"",""descriptionExp"":""- Project manager for the replacement of the PMS (Portfolio Management System)\r\n- Conception and development of a request editor based on the PMS REST API\r\n- Development of applications between financial data providers and the PMS\r\n- Conception and development of all the ETL items with Pentaho (in-house datawarehouse project)\r\n- Publish/subscribe server for internal application monitoring bas...","TRUE","1","TRUE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.3522219,48.856614]}}"
"64eef14b88afda3cddd6f321","expert","30/08/2023","2023-10-10T12:15:00.1710000","Enseignement / Recherche / Formation","Marketing et communication","Bac5","M2 Finance et M2 Communication des entreprises et des institutions","Quimper, France","Locale","400","1500","70","250","[{""date"":1577833200000,""dateEnd"":"""",""company"":""Une Formation"",""job"":""Directrice générale"",""descriptionExp"":""Compétences : Stratégie de communication · Communication marketing · Communication d'entreprise""},{""date"":1661983200000,""dateEnd"":"""",""company"":""Une Formation"",""job"":""Formatrice en orthographe et expression écrite"",""descriptionExp"":""Compétences : Orthographe · Expression écrite""},{""date"":1296514800000,""dateEnd"":1532988000000,""company"":""montbleu finance"",""job"":""Responsable communication marketing"",""descriptionExp"":""Stratégie de communication digitale et offline\r\n- Mise en place d’un plan de communication en tenant compte de contraintes\r\nréglementaires\r\n- Définition d’une charte graphique\r\n- Élaboration d’un plan média et d’une stratégie de relations publiques\r\n- Gestion des relations publiques (salons professionnels et événements)\r\n- Pilotage d’un budget\r\n- Mise en place et gestion d’un rétroplanning\r\n- Création d’un stand en collaboration avec un standiste\r\n- Réalisation d...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-4.097899,47.997542]}}"
"64ee257688afda3cddd6f240","expert","29/08/2023","2023-08-31T08:11:35.8900002","Hôtellerie / Restauration / Tourisme","Qualité","Bac4","Maîtrise en Biochimie","Albi, France","Nationale","250","500","60","250","[{""date"":1316037600000,""dateEnd"":"""",""company"":""Education nationale, GRETA, SMV Formation"",""job"":""formatrice"",""descriptionExp"":""Construction de séquences pédagogiques à partir des Reférenciels des Sciences Médico-Sociales, Mention complémentaire Aide à Domicile)""}]","TRUE","1","FALSE","Entre 5 et 10 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.1486413,43.9250853]}}"
"64ec93e839328140f591fd88","expert","28/08/2023","2023-08-31T15:06:41.6490000","Édition / Communication / Information","Recherche et Développement","Bac5","master RH","Bordeaux, Nouvelle-Aquitaine, France","Locale","1260","2500","115","400","[{""date"":1661983200000,""dateEnd"":1692741600000,""company"":""LOOM CONSULTING"",""job"":""Responsable communications marketing"",""descriptionExp"":""Responsable communication et marketing Same Same app\r\nChargée de communication Loom consulting""},{""date"":1661983200000,""dateEnd"":1692741600000,""company"":""Same Same"",""job"":""Responsable communications marketing"",""descriptionExp"":""""},{""date"":1661983200000,""dateEnd"":1692741600000,""company"":""Same Same"",""job"":""Responsable communications"",""descriptionExp"":""""},{""date"":1633039200000,""dateEnd"":1667170800000,""company"":""Campus du Lac : Ecole Professionnelle de la CCI Bordeaux Gironde"",""job"":""Bachelor Manager responsable distribution"",""descriptionExp"":""""},{""date"":1554069600000,""dateEnd"":1640905200000,""company"":""McDonald's"",""job"":""Hôtesse polyvalente"",""descriptionExp"":""Création de support de communication digital\r\nCampagne sur les réseaux sociaux (Instagram, Linkedin)\r\nRelation client\r\nCuisine et comptoir""},{""date"":1475272800000,""dateEnd"":1488495600000,""company"":""Free ( SAS )""...","TRUE","1","TRUE","Entre 5 et 10 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"64ec8c4339328140f591fd74","expert","28/08/2023","2023-08-30T14:14:42.4949998","Enseignement / Recherche / Formation","Ressources Humaines","Bac5","Mastère Spécialisé Management des Ressources Humaines","Cognac, France","Régional","600","750","40","60","[{""date"":1446418800000,""dateEnd"":"""",""company"":""MFR Cherves-Richemont"",""job"":""Formatrice Ressources Humaines"",""descriptionExp"":""‐\tGestion de la formation professionnelle en entreprise,\r\n‐\tElaboration de supports pédagogiques RH (GPEC, réforme de la formation professionnelle, droit social, C.S.E., savoir manager, communication, savoir animer une réunion…),\r\n‐\tRédaction de référentiels formations,\r\n‐\tMise en place et animation des sessions de formation,\r\n‐\tMaîtrise des contrats en alternance (stage, apprentissage et professionnalisation).\r\n""}]","TRUE","1","FALSE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.328744,45.691046]}}"
"64ec4f1b39328140f591fcd4","expert","28/08/2023","2023-10-10T12:12:00.0590000","Commerce / Négoce / Distribution","Marketing et communication","Bac3","Commerce International","Bordeaux, France","Locale","300","1500","30","250","[{""date"":1250460000000,""dateEnd"":1672614000000,""company"":""CLEAR CHANNEL"",""job"":""Responsable de clientèle"",""descriptionExp"":""Gestion d'un portefeuille clients de plus de 900 k€ - mise en place de plans de communication, gestion commerciale globale""}]","TRUE","1","FALSE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"64e89dbd39328140f591f5e8","expert","25/08/2023","2023-09-02T10:00:00.2560000","Enseignement / Recherche / Formation","Autre","Bac5","Master relations internationales Sciences Po Bordeaux","Bordeaux, France","Locale","400","1500","50","250","[{""date"":"""",""dateEnd"":"""",""company"":"""",""job"":"""",""descriptionExp"":""""}]","FALSE","75","FALSE","Entre 5 et 10 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"64e7360039328140f591f19b","expert","24/08/2023","2023-10-10T12:08:00.2420002","Informatique / Télécoms","Informatique et Cybersécurité","Bac2","Technicien supérieur et service en informatique et réseau","Saint-André-de-Cubzac, Nouvelle-Aquitaine, bordeaux et sa métropole, Mérignac, etc.","Régional","350","1500","50","250","[{""date"":1661983200000,""dateEnd"":"""",""company"":""CESI"",""job"":""Formateur Serveurs Windows et Linux Debian"",""descriptionExp"":""Virtualisation - Windows - Windows Serveur - Linux - Linux Serveur Debian""},{""date"":1648764000000,""dateEnd"":"""",""company"":""La Piscine Bordeaux"",""job"":""Formateur TAI TSSR"",""descriptionExp"":""""},{""date"":1633039200000,""dateEnd"":"""",""company"":""Fondation INFA"",""job"":""Formateur a la fondation INFA. Formations professionnelles"",""descriptionExp"":""Formateur en informatique. ""},{""date"":1617228000000,""dateEnd"":"""",""company"":""AJs informatique"",""job"":""Chef d'entreprise"",""descriptionExp"":""Vente, installation, maintenance, assistance et dépannage de matériels informatiques professionnels reconditionnés et neufs""},{""date"":1259622000000,""dateEnd"":1601503200000,""company"":""Pharmacom Winpharma"",""job"":""Technicien informatique"",""descriptionExp"":""Assistance clients, préparation et gestion des interventions :\r\n- Écoute, analyse des demandes et informations clients,\r\n- Téléassistance et Hotline niveau 2 et 3, i...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.445865,44.99456]}}"
"64e7226b39328140f591f15f","expert","24/08/2023","2023-08-25T08:31:26.5980000","Commerce / Négoce / Distribution","Commerce","Bac5","MSc Sports Industry Management","Lyon et périphérie","International","400","1500","50","250","[{""date"":1672527600000,""dateEnd"":"""",""company"":""Salomon"",""job"":""Retail Operations specialist - Spécialiste opérationnel Retail"",""descriptionExp"":""Coordination de services globaux (siège) pour assurer l'excellence opérationnelle dans nos points de vente D2C.""},{""date"":1575154800000,""dateEnd"":1675119600000,""company"":""Salomon"",""job"":""Store Manager - Responsable de magasin"",""descriptionExp"":""Accompanying the Sales Team to reach individual and collective goals:\r\n- Business functions: building a long term business plan to ensure commercial growth.\r\n- Human functions: managing the Sales Team, human planification, setting individual objectives and helping Sales associates to reach them with a collective team spirit.\r\n\r\nAccompagner une équipe de Ventes pour atteindre des objectifs individuels et collectifs:\r\n- Fonctions commerciales: construction d'un business plan sur le long terme pour garantir une croissance économique.\r\n- Fonctions humaines: gestion de l’équipe de Ventes, planification humaine, défin...","TRUE","1","TRUE","Entre 5 et 10 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[4.835659,45.764043]}}"
"64e6023339328140f591eee6","expert","23/08/2023","2023-11-30T08:42:24.2300000","Services aux entreprises","Autre","Bac5","MASTER 2 EN MANAGEMENT DES AFFAIRES EN COMMERCE INTERNATIONAL (KEDGE BS)","Bordeaux, France","International","700","1100","80","200","[{""date"":1436133600000,""dateEnd"":1693432800000,""company"":""ACTEON GROUP"",""job"":""DIRECTEUR DISTRIBUTION"",""descriptionExp"":""Gestion d'une équipe (+/- 50 ETP) gérant des activités d'administration des ventes France et Export (commandes regroupées de produits pharmaceutiques et dispositifs médicaux) pour les différentes marques du groupe; de logistique (gestion des stocks, préparation de commandes)  et de transport .\r\nMise en conformité des procédures logistiques conformément aux attentes réglementaires des différentes familles de produits du groupe (BPDG)\r\n""},{""date"":1357026420000,""dateEnd"":1420098420000,""job"":""DIRECTEUR SUPPLY CHAIN"",""company"":""Groupe HAMMEL"",""descriptionExp"":""Responsable des services Approvisionnementet logistique (45 M€ d’approvisionnement en Europe et Pays tiers, 20 000 articles, 250 fournisseurs, 60 personnes CDI);Entreposage et préparation de commandes (5 entrepôts en interne et 3 sous-traités, 25 000 M2, 7000 lignes de commande/jour préparées, 600 commandes/jour, 900 colis/jours); A...","TRUE","1","FALSE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"64e4ec8239328140f591ed5c","expert","22/08/2023","2023-08-24T09:20:47.4930000","Enseignement / Recherche / Formation","Direction et Administration","Bac5","Sciences-po Bordeaux","Bordeaux, Nouvelle-Aquitaine, France","Nationale","500","800","45","150","[{""date"":1598911200000,""dateEnd"":"""",""company"":""Département de la Gironde"",""job"":""Directeur des Assemblées, des Achats et de la Sécurité juridique"",""descriptionExp"":""Management d'une Direction comprenant 3 services et 60 agents :\r\n Assemblées : installation nouvelle mandature, création collège déontologie des élus, traçabilité des déports.\r\n Commande publique & politique achat : SPASER, critères sociaux et environnementaux de l’achat public. \r\n Affaires juridiques & assurances : création collège déontologie des agents, contentieux Pacte de Cahors.""},{""date"":1220220000000,""dateEnd"":1648677600000,""company"":""Service départemental d'Incendie et de secours de la Gironde"",""job"":""Secrétaire général"",""descriptionExp"":""Pilotage des directions du pôle (80 agents) : affaires juridiques et instances délibérantes, communication\u0002protocole, hygiène et sécurité, qualité des procédures et dématérialisation, suivi du pilotage, informatique et télécommunications. \r\n- Pilotage stratégique de l'établissement\r\n...","TRUE","1","TRUE","20 à 30 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-0.57918,44.837789]}}"
"64e4ce3739328140f591ecda","expert","22/08/2023","2023-11-02T14:09:00.1559998","Services aux entreprises","Direction et Administration","Bac8","Doctorat en Droit Pénal International","Lyon, Auvergne-Rhône-Alpes, France","International","400","2500","50","400","[{""date"":1514761200000,""dateEnd"":"""",""company"":""SLY INTELLIGENCE ETHICS"",""job"":""Présidente Sly Intelligence Ethics / Head Compliance Officer &DPO"",""descriptionExp"":""SLY INTELLIGENCE ETHICS est un cabinet dédié à l'Éthique des Affaires et la Compliance. SIE accompagne les entreprises dans la création des dispositifs Compliance, l'évaluation des actions menées et les formations Sapin 2, RGPD, RSE.""},{""date"":1630447200000,""dateEnd"":"""",""company"":""emlyon business school"",""job"":""Directrice & Responsable pédagogique du Programme Éthique des Affaires & Compliance "",""descriptionExp"":""""},{""date"":1420066800000,""dateEnd"":1514674800000,""company"":""GL events"",""job"":""Senior  Legal Advisor / En charge de la création et du déploiement du programme Compliance"",""descriptionExp"":""""},{""date"":1220220000000,""dateEnd"":1425337200000,""company"":""Cabinet 28 Octobre / Cabinet Labbi"",""job"":""Senior Legal Advisor"",""descriptionExp"":""Droit des Affaires""},{""date"":1062367200000,""dateEnd"":1188511200000,""company"":""Université Jean Moulin Lyon 3"",...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[4.835659,45.764043]}}"
"64e3a754911dbb2585e114e7","expert","21/08/2023","2023-08-22T06:54:43.4480000","Enseignement / Recherche / Formation","Marketing et communication","Bac5","Master Sciences Po Bordeaux ","Paris, Île-de-France, France","International","490","1500","106","250","[{""date"":1577833200000,""dateEnd"":1604098800000,""company"":""ABILWAYS"",""job"":""Directrice Innovation & Digital factory"",""descriptionExp"":""Membre du COMEX –Équipe : 50 personnes -  CA & EBIDTA : confidentiels – Budget : 5% du CA\r\n▪Projets stratégiques : Stratégie Titres, Diplômes et certifications, Lancement plateforme NEMETRA, Acquisitions & partenariats stratégiques, Fusion des catalogues & logos, Rebranding filiales Europes, travaux préparatoires refonte ERP\r\n▪ Vision stratégique : positionnement ABILWAYS « Apprendre tout au long de la vie; Apprendre tout au long de la\r\njournée », 3 axes stratégiques de développement (Simplification, CPFisation, Digitalisation)\r\n▪ Construction budgétaire : objectifs CA, MCD & EBITDA avec les équipes finances et sales, mensualisation et déclinaison par\r\nmarques/gammes; élaboration du budget de la Direction (OPEX/CAPEX)\r\n▪ Pilotage opérationnel : Plan Produit (simplification, planification, pricing, digitalisation, certification); P lan\r\nMarketing & Web ( funnel ...","TRUE","1","TRUE","Entre 15 et 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.3522219,48.856614]}}"
"64e35636911dbb2585e11445","expert","21/08/2023","2023-09-14T09:22:00.0840002","Industrie","Achats","Bac5","Ingénieur INSA Génie Mécanique Construction               &  DESS en gestion","bayonne","Régional","700","880","70","90","[{""date"":581119200000,""dateEnd"":669423600000,""company"":""LEBRANCHU"",""job"":""Responsable de  production"",""descriptionExp"":""Gestion de trois secteurs de production totalisant 120 personnes .\r\nMise en place d'un suivi et analyse des arrêts de la ligne de production de carter avec un suivi des incidents et mise d'actions correctives . (maintenance préventives, réduction des temps de changements d'outils avec méthode SMED, fiabilisation des machines avec plan d'investissement chiffré avec le retour sur investissement). Le résultat acquis était une augmentation de la quantité fabriquée par jour de 15%.""},{""date"":669510000000,""dateEnd"":1677538800000,""company"":""RECMI INDUSTRIES"",""job"":""Responsable achats-ordonnacement-méthodes"",""descriptionExp"":""Gestion d'une équipe de 5 personnes.\r\nResponsable de la mise en place d'un ERP en 2008 (interlocuteur RECMI avec la personne de la société CEGID ). \r\nDéfinir la démarche pour récupérer les données techniques partielles et les compléter en automatique en utilisant des c...","TRUE","1","FALSE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-74.1143091,40.6687141]}}"
"64df86cf911dbb2585e10f8c","expert","18/08/2023","2023-08-22T10:18:24.3570002","Chimie / Parachimie / Pharmacie","Direction et Administration","Bac5","Diplôme ingénieur + IAE","Lyon et périphérie","Locale","400","1500","60","250","[{""date"":1569880800000,""dateEnd"":1653948000000,""company"":""GATTEFOSSÉ"",""job"":""Directeur Business Unit, ingrédients pharmaceutiques"",""descriptionExp"":""Directeur Groupe Pharmacie.\r\n\r\nMissions :\r\n■ Développer le chiffre d’affaires de la division Pharma au sein du groupe.\r\n■ Management d’une équipe de 25 pers. (Marketing, R&D, affaires réglementaires, RSE) \r\n\r\nProduits : Excipients pharmaceutiques pour les voies orale, topique et rectale. \r\n\r\nRéalisations :\r\n■ Marketing opérationnel : Lancement de 3 excipients en oral et topique\r\n■ Marketing stratégique : Plan à 10 ans pour préparer le futur d’une gamme de\r\nproduits vieillissants.\r\n■ R&D : Alignement feuille de route R&D avec les axes de croissances identifiés.\r\n■ Affaires réglementaires : Enregistrements Chine. Conformité.\r\n■ Responsabilité Sociale des Entreprises (RSE): Lancement d’un ingrédient pharma\r\nMass-Balanced, programme d’éthique des affaires et tutorat d’étudiants.""},{""date"":1225494000000,""dateEnd"":1569880800000,""company...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[4.835659,45.764043]}}"
"64de40734ddf3367193b7ca3","expert","17/08/2023","2023-11-23T20:30:33.0620000","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Licence professionnelle : Conception et administration du système réseau","Lyon","Nationale","500","1000","125","131","[{""date"":1672614000000,""dateEnd"":"""",""company"":""Trait d'union"",""job"":""Fondateur & CEO"",""descriptionExp"":""Service de mise en relation entre des artistes et des lieux d'expositions.\r\nDes artistes partageant leur univers dans des lieux extraordinaires""},{""date"":1646089200000,""dateEnd"":"""",""company"":""Vezerance"",""job"":""Gérant"",""descriptionExp"":""Conseil & développement informatique\r\nJ'accompagne les entreprises à utiliser la pleine puissance du numérique sur leurs projets, leurs systèmes d’information et leurs processus métier, et leurs produits technologiques.\r\n- CTO/DSI externalisé\r\n- Automatisation des processus\r\n- Transformation digitale\r\n- AMOA\r\n- Product management\r\n- Intégration systèmes et logiciels\r\n- Création de sites web\r\n- Développement d'applications Web & Mobile""},{""date"":1590962400000,""dateEnd"":1648677600000,""company"":""Numio"",""job"":""Fondateur"",""descriptionExp"":""La carte et l'application unique des commerces de proximité.\r\n- Réalisation d'une étude de marché\r\n- Définition des ...","TRUE","1","FALSE","Entre 5 et 10 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[4.835659,45.764043]}}"
"64db952f97d6b324b741dc87","expert","15/08/2023","2023-09-04T08:50:30.2510000","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Master en informatique , Master en management (Esc pau)","Lille, France","Nationale","500","1500","60","250","[{""date"":1658095200000,""dateEnd"":"""",""company"":""Norauto international"",""job"":""Product owner Cashing , Paiement and Promotion "",""descriptionExp"":""Deployment of the omnical promotion engine to all Norauto country\r\nDeployment ,création and management of discount api for all Norauto e-commerce website\r\nDeployment and mangement of paiement method in store\r\nBacklog and roadmap management for promotion product , payement and invoicing engine\r\nAnimation of agile rituel ( daily , rétro , backlog refinement,sprint planning)""},{""date"":1669849200000,""dateEnd"":"""",""company"":""IESEG"",""job"":""Adjunct Professor-Intro to AI"",""descriptionExp"":""Bachelor 3 in the programme grande ecole I teach a course name Intro to AI\r\nCourse fully in english\r\n\r\nWhat is AI and not\r\nSupervised ML (Regression ,Classification)\r\nUnsupervised ML (Clustering,Association)\r\nDeeplearning\r\nNLP\r\nPython \r\nethical implication of ai\r\n\r\nVarious case study are use in the course (mastercard , google , tencent , instagram...)\r\n\r\n...","TRUE","1","FALSE","Entre 10 et 15 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[3.057256,50.62925]}}"
"64d655e097d6b324b741d4b9","expert","11/08/2023","2023-08-16T14:03:27.3870000","Études et conseils","Autre","Bac5","Master II ingénierie patrimoniale du chef d'entreprise + Master II expertise gestion de patrimoine ","Marseille, Provence-Alpes-Côte d’Azur, France","Locale","700","2500","100","400","[{""date"":1661983200000,""dateEnd"":"""",""company"":""Indépendant"",""job"":""Formateur à l’IFPASS – Institut de Formation des Professions de L’assurance "",""descriptionExp"":""Encadrement des TD des élèves suivant le cursus CGPC en 2ème année (Conseil en Gestion de Patrimoine Certifié - BAC+5)""},{""date"":1427839200000,""dateEnd"":"""",""company"":""AGM CONSULTING"",""job"":""Conseiller en Gestion de Patrimoine - Associé"",""descriptionExp"":""STATUTS:\r\nConseiller en Investissements Financiers (CIF)\r\nCourtier en opérations d'Assurances (COA)\r\nMIOBSP (Mandataire d'intermédiaire d'Opérations de Banques et Services de Paiement)\r\nAttestation délivrée par l'Autorité des Marchés Financiers (AMF)\r\nCapacité Juridique Appropriée (CJA)\r\n\r\nFONCTIONS:\r\nConseil & analyse patrimoniale\r\nAudit civil, financier et fiscal\r\nOptimisation civile (transmission, protection du conjoint,...) et fiscale\r\nConseil en stratégie immobilière\r\nConseil en optimisation de passif\r\nGestion patrimoniale du chef d'entreprise""},{""date"":123853680000...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[5.36978,43.296482]}}"
"64d4d6ef97d6b324b741d1d9","expert","10/08/2023","2023-08-29T15:39:42.5320000","Management","Direction et Administration","Bac5","Master2 ESCP EUROPE et Ingénieur généraliste","Toulouse et périphérie","Régional","1440","1700","200","290","[{""date"":1314828000000,""dateEnd"":1369951200000,""company"":""DAHER"",""job"":""Responsable des opérations sur 'FAL' A330 Airbus"",""descriptionExp"":""DAHER-SOCATA est un constructeur et équipementier aéronautique français. \r\nSecteurs d’activités : (BtoB) ; Aéronautique\r\n\r\nMANAGEMENT 70/80 PERS.\r\n- Pilotage du changement culturel et de l'industrialisation de l'activité\r\n- Accroissement de la rentabilité (RO : +15%)\r\n- Amélioration de la performance (Qualité & Satisfaction client : 100% de l’objectif)\r\n- Démarrage de nouvelles activités (Structures & Cabine)\r\n- Coaching des managers opérationnels""},{""date"":1230764400000,""dateEnd"":1277935200000,""company"":""JACQUELOT PE"",""job"":""Directeur Commercial - Adjoint au Directeur général"",""descriptionExp"":""Ingénierie et fabrication d’antennes radar, de modules électroniques robustifiés aux environnements agressifs\r\n\r\nSecteurs d’activités : (BtoB) ; Aéronautique, Defense, Médical, Transport, Energie\r\n\r\n- Elaboration de la stratégie commerciale de l’entrepri...","TRUE","1","TRUE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[1.444209,43.604652]}}"
"64d3ed2697d6b324b741cfa7","expert","09/08/2023","2023-09-02T10:00:00.7390000","Enseignement / Recherche / Formation","Ressources Humaines","Bac5","Sciences de l'Information et de la Communication","Lyon, Auvergne-Rhône-Alpes, France","Locale","250","2500","65","90","[{""date"":1470002400000,""dateEnd"":"""",""company"":""Institut des ressources industrielles"",""job"":""Formatrice : Lettres-Histoire, Culture Générale & Expression, Communication"",""descriptionExp"":""- élaborer des parcours et des supports de formation en lien avec le référentiel des diplômes CAP, Bac professionnel, BTS, titres professionnels\r\n- mettre en œuvre des méthodes, des outils et des démarches pédagogiques adaptés aux publics en apprentissage\r\n- animer les formations en Lettres - Histoire, Culture générale et expression et Communication selon le planning de l’alternance élaboré par les responsables de pôle formation\r\n- animer et superviser en interne l'examen du Projet Voltaire\r\n- évaluer les compétences et connaissances acquises \r\n- participer à la vie de l’établissement (journée portes ouvertes, salons…)\r\n- animer des ateliers spécifiques d'improvisation théâtrale : cohésion de groupe, gestion des émotions, gestion du stress, confiance en soi et prise de parole en public : techniques vocales et ...","FALSE","83","TRUE","Entre 15 et 25 ans","Inconnu","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[4.835659,45.764043]}}"
"64d3968297d6b324b741cf35","expert","09/08/2023","2023-08-11T12:57:15.7470000","Commerce / Négoce / Distribution","Commerce","Bac5","MBA Executive","France","International","450","1100","65","200","[{""date"":1685570400000,""dateEnd"":"""",""company"":""Nicolas Cron Conseils"",""job"":""Freelance Consultant"",""descriptionExp"":""Consultant Freelance optimisation des startegies commerciales et end-to-end supply chain""},{""date"":1561932000000,""dateEnd"":1680213600000,""company"":""Blue Yonder"",""job"":""VP Retail Industry Strategy and Business Development APAC - Basé à Singapour"",""descriptionExp"":""Blue Yonder est leader mondial de solutions pour l'optimisation de la Supply Chain. J'étais responsable de la stratégie RETAIL en Asie Pacific et intervenait au cours du cycle de vente auprès des équipes commerciales et des partenaires. J'ai initité et conclu plusieurs projets de transformation digitale de grands clients dans la région. je manageais également une équpe ""},{""date"":1451602800000,""dateEnd"":1561932000000,""company"":""Symphony RetailAI"",""job"":""VP Strategic Sales APJ Retail - Direct & Partners - Basé à Bangkok"",""descriptionExp"":""Symphony RetailAI est un leader des solutions d'optimisation des process pour les société du RET...","TRUE","1","TRUE","+ de 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[2.213749,46.227638]}}"
"64d38cb197d6b324b741cf26","expert","09/08/2023","2023-08-16T12:52:18.4860000","Informatique / Télécoms","Informatique et Cybersécurité","Bac5","Diplôme d'ingénieur","Brest et périphérie","International","600","1500","90","250","[{""date"":1578265200000,""dateEnd"":1677798000000,""company"":""marie noëlle SAS - dansmaculotte.com"",""job"":""Développeur Fullstack"",""descriptionExp"":""J'opère pour le site ecommerce dansmaculotte.com en tant que développeur fullstack nuxtjs / PHP Laravel / PostgreSQL. J'intègre une équipe de 3 personnes jusqu'à mi 2021. A partir de ce moment, je maintiens seul le site en condition opérationnelle : développement de nouvelles fonctionnalités, intégration de services tiers, exploitation. ""},{""date"":1501538400000,""dateEnd"":1578265200000,""company"":""Ingénieur logiciel freelance / développeur fullstack"",""job"":""Développeur fullstack"",""descriptionExp"":""J'effectue des prestations de développement freelance, principalement autour des technologies Python Django, VueJS et PostgreSQL.""},{""date"":1157061600000,""dateEnd"":1501452000000,""company"":""Capgemini"",""job"":""Ingénieur d'étude"",""descriptionExp"":""J'occupe divers postes au sein de Capgemini (développeur, scrum master, chef de projet) dans le cadre de projets pour des clients gr...","TRUE","1","TRUE","Entre 15 et 25 ans","TRUE","{""localized"":true,""localizationSuccess"":true,""location"":{""type"":""Point"",""coordinates"":[-4.486076,48.390394]}}"
